Sentences,Positive,Negative
says a federal plan to expand medicaid would cost florida taxpayers billion over years,1,-2
says i dont agree with mr hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics,1,-1
the obama administration is proposing to mine another billion tons of wyoming coal which would unleash three times more carbon pollution than obamas clean power plan would even save through,2,-2
says wendys founder dave thomas left the state literally on his deathbed to avoid the estate tax,1,-3
i helped to bring peace to northern ireland,1,-1
african americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do,1,-2
over trillion was spent on anti poverty programs in enough to give every single poor american a check for,1,-2
i have always opposed drivers licenses for illegal aliens,1,-2
theres now been three independent investigations into the bridge scandal all of which have said that christie did not have prior knowledge of or involvement in the lane closures,1,-3
says david wu has presided over months in which oregons unemployment rate has been above the national average,1,-1
wisconsin is one of several states where you can change your early ballot if you think youve made a mistake,1,-2
says kurt schrader cast the deciding vote that failed to extend tax cuts for oregons middle class families and small businesses,1,-3
pakistan has nuclear warheads and theyre rushing to build a lot more theyll have more than great britain sometime in the relatively near future,3,-1
under a new federal regulation it will cost pinellas county million to fix a single ditch,1,-1
says gov scott walker is openly backing a move to abolish the state retirement system and convert it to a k style plan that will reduce pensions by at least a third for current and retired public employees,1,-2
many of the conspirators came from the muslim brotherhood including osama bin laden ayman zawahiri and khalid sheikh mohammed,1,-2
